Passport,CityTier,MonthlyIncome,Age,PreferredPropertyStar,NumberOfFollowups,NumberOfPersonVisiting,NumberOfChildrenVisiting,Chance,Designation_Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Occupation_Free Lancer,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic
0,1,22703.0,33.0,3.0,4.0,4,1.0,0,1,0,0,0,1,0,0,0,1,1
0,2,20855.0,46.0,4.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,20720.0,27.0,5.0,4.0,3,1.0,1,1,1,0,0,0,0,0,1,0,1
1,3,20898.0,35.0,3.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,3,19730.0,29.0,4.0,4.0,4,2.0,0,1,1,0,0,0,0,0,0,1,1
0,1,21499.0,39.0,3.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,20685.0,27.0,3.0,5.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21620.0,57.0,3.0,4.0,4,1.0,0,1,1,0,0,0,0,0,0,1,1
1,3,21001.0,21.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,20094.0,22.0,5.0,5.0,3,1.0,1,1,0,0,1,0,0,0,1,0,1
1,1,21139.0,52.0,3.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,22633.0,27.0,5.0,5.0,3,2.0,1,1,1,0,0,0,0,0,0,1,1
0,1,22054.0,42.0,3.0,2.0,3,2.0,0,1,1,0,0,0,0,1,0,0,1
0,1,23299.0,28.0,3.0,6.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,20885.0,29.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22369.0,26.0,3.0,4.0,3,1.0,0,1,1,0,0,0,0,1,0,0,1
0,1,21055.0,27.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,20991.0,34.0,4.0,5.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,21274.0,29.0,4.0,5.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21657.0,35.0,3.0,5.0,3,1.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21192.0,30.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,20748.0,22.0,4.0,5.0,4,3.0,0,1,0,0,1,0,0,1,0,0,1
0,3,21469.0,32.0,3.0,2.0,4,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21879.0,29.0,4.0,5.0,4,3.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21969.0,30.0,4.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,2,21522.0,39.0,3.0,2.0,3,1.0,0,1,1,0,0,0,0,0,1,0,1
1,1,21381.0,29.0,3.0,5.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20582.0,19.0,3.0,4.0,4,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,23444.0,42.0,3.0,4.0,3,1.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21288.0,32.0,3.0,4.0,4,3.0,0,1,1,0,0,0,0,0,0,1,1
0,1,21217.0,28.0,3.0,5.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,2,23001.0,36.0,3.0,4.0,4,2.0,0,1,0,0,0,1,0,1,0,0,1
0,1,20936.0,36.0,3.0,5.0,3,2.0,0,1,1,0,0,0,0,0,0,1,1
0,1,22275.0,25.0,4.0,4.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
1,1,21193.0,29.0,3.0,4.0,4,1.0,0,1,1,0,0,0,0,0,1,0,1
0,1,23098.0,27.0,3.0,2.0,3,2.0,0,1,1,0,0,0,0,0,0,1,1
0,1,21054.0,36.0,3.0,5.0,3,1.0,0,1,1,0,0,0,0,0,1,0,1
0,3,21505.0,33.0,5.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21809.0,30.0,3.0,4.0,3,1.0,0,1,1,0,0,0,0,0,0,1,1
0,1,21230.0,20.0,5.0,4.0,3,1.0,1,1,0,0,1,0,0,0,1,0,1
1,1,23155.0,46.0,3.0,4.0,3,1.0,0,1,1,0,0,0,0,0,0,1,1
0,1,21711.0,21.0,3.0,5.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
1,1,21614.0,45.0,3.0,4.0,4,3.0,0,1,0,0,0,1,0,0,1,0,1
1,1,20846.0,30.0,3.0,6.0,4,1.0,0,1,1,0,0,0,0,0,1,0,1
1,1,21531.0,23.0,3.0,5.0,3,1.0,0,1,1,0,0,0,0,0,1,0,1
0,1,20968.0,45.0,3.0,6.0,4,1.0,0,1,0,0,1,0,0,0,1,0,1
0,2,22278.0,34.0,3.0,4.0,3,1.0,0,1,1,0,0,0,0,0,1,0,1
0,1,20785.0,42.0,5.0,5.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21874.0,29.0,5.0,5.0,4,3.0,1,1,1,0,0,0,0,0,0,1,1
0,1,20888.0,25.0,4.0,4.0,4,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21419.0,37.0,3.0,6.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21356.0,21.0,3.0,2.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
0,1,21421.0,33.0,4.0,5.0,4,1.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21459.0,34.0,3.0,4.0,3,1.0,0,1,1,0,0,0,0,0,0,1,1
1,1,22257.0,31.0,4.0,4.0,4,3.0,0,1,1,0,0,0,0,0,0,1,1
1,1,20913.0,28.0,5.0,4.0,3,1.0,1,1,1,0,0,0,0,0,1,0,1
0,1,20689.0,45.0,3.0,2.0,4,1.0,0,1,1,0,0,0,0,0,1,0,1
1,1,20537.0,20.0,4.0,5.0,4,2.0,0,1,0,0,1,0,0,0,0,1,1
0,1,22438.0,30.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22370.0,37.0,4.0,4.0,3,2.0,0,1,1,0,0,0,0,1,0,0,1
0,1,21237.0,49.0,4.0,2.0,4,3.0,0,1,0,0,1,0,0,1,0,0,1
0,1,21195.0,28.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21263.0,35.0,3.0,2.0,3,1.0,0,1,1,0,0,0,0,1,0,0,1
1,1,21672.0,20.0,3.0,2.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
0,1,19901.0,24.0,3.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
1,3,19796.0,26.0,3.0,6.0,4,2.0,0,1,0,0,1,0,0,0,1,0,1
1,1,21553.0,27.0,3.0,4.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21303.0,22.0,3.0,5.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,20832.0,29.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,22184.0,36.0,3.0,4.0,4,2.0,0,1,1,0,0,0,0,0,1,0,1
1,1,22545.0,29.0,3.0,5.0,3,1.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21516.0,52.0,3.0,5.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
1,1,22017.0,30.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,20758.0,29.0,5.0,4.0,3,1.0,1,1,0,0,1,0,0,1,0,0,1
0,1,20774.0,26.0,4.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,21050.0,59.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22582.0,40.0,5.0,4.0,4,3.0,0,1,0,0,0,1,0,0,0,1,1
0,2,22101.0,47.0,5.0,4.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
1,3,20980.0,32.0,4.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,21040.0,45.0,5.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,22222.0,41.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22347.0,26.0,3.0,4.0,4,3.0,0,1,1,0,0,0,0,0,0,1,1
0,1,21065.0,41.0,4.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,3,21212.0,28.0,3.0,2.0,4,2.0,0,1,1,0,0,0,0,0,0,1,1
0,1,20289.0,19.0,3.0,4.0,4,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,20707.0,35.0,3.0,5.0,4,1.0,0,1,0,1,0,0,0,1,0,0,1
0,3,21463.0,32.0,3.0,5.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21288.0,39.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21674.0,38.0,3.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
1,1,21072.0,28.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,22582.0,27.0,3.0,5.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
0,1,21628.0,53.0,5.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,22307.0,38.0,3.0,4.0,4,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,21907.0,26.0,3.0,4.0,3,2.0,0,1,1,0,0,0,0,1,0,0,1
0,1,22256.0,27.0,5.0,2.0,4,1.0,1,1,0,0,0,1,0,0,1,0,1
0,3,20037.0,32.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,21674.0,35.0,5.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,19939.0,32.0,4.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,20777.0,28.0,5.0,4.0,4,3.0,1,1,1,0,0,0,0,0,1,0,1
0,1,22098.0,48.0,3.0,4.0,4,1.0,0,1,1,0,0,0,0,1,0,0,1
0,3,23078.0,26.0,5.0,5.0,4,1.0,1,1,1,0,0,0,0,0,1,0,1
0,1,22178.0,38.0,3.0,2.0,3,1.0,0,1,0,0,0,1,0,1,0,0,1
0,1,20744.0,57.0,5.0,4.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21972.0,35.0,4.0,5.0,3,2.0,0,1,1,0,0,0,0,0,1,0,1
1,1,20805.0,42.0,3.0,2.0,3,2.0,0,1,1,0,0,0,0,0,0,1,1
1,1,22324.0,40.0,5.0,5.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
0,2,20787.0,32.0,4.0,2.0,4,3.0,0,1,0,0,1,0,0,0,0,1,1
1,1,22400.0,32.0,3.0,4.0,4,2.0,0,1,1,0,0,0,0,0,1,0,1
0,2,21420.0,35.0,3.0,4.0,3,1.0,0,1,1,0,0,0,0,1,0,0,1
0,1,21840.0,45.0,3.0,5.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21023.0,41.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,22098.0,45.0,4.0,4.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,1,22351.0,43.0,3.0,4.0,4,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,19952.0,31.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,1,0,0,1
0,3,21587.0,29.0,3.0,4.0,4,1.0,0,1,1,0,0,0,0,1,0,0,1
0,3,21082.0,36.0,3.0,4.0,4,1.0,0,1,1,0,0,0,0,0,1,0,1
1,1,21850.0,25.0,5.0,4.0,3,2.0,1,1,0,0,0,1,0,0,0,1,1
0,3,20711.0,25.0,4.0,4.0,4,1.0,0,1,1,0,0,0,0,0,1,0,1
0,2,20742.0,31.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22516.0,34.0,4.0,5.0,3,1.0,0,1,1,0,0,0,0,0,0,1,1
0,1,21239.0,29.0,5.0,5.0,3,1.0,1,1,0,0,1,0,0,0,0,1,1
0,1,20241.0,29.0,3.0,5.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21858.0,30.0,4.0,4.0,4,3.0,0,1,1,0,0,0,0,0,1,0,1
0,1,21040.0,30.0,5.0,5.0,4,3.0,1,1,0,0,1,0,0,1,0,0,1
0,1,20696.0,41.0,5.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,22762.0,32.0,3.0,4.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
1,3,20986.0,35.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,23519.0,43.0,4.0,5.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20810.0,46.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,1,0,0,1
0,1,20974.0,25.0,5.0,5.0,3,1.0,1,1,0,1,0,0,0,1,0,0,1
0,3,21108.0,36.0,3.0,5.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
1,3,21322.0,37.0,3.0,4.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21129.0,30.0,3.0,2.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21128.0,36.0,5.0,5.0,4,3.0,0,1,0,0,1,0,0,0,0,1,1
1,1,20752.0,36.0,5.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21045.0,49.0,5.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21650.0,35.0,3.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,20739.0,27.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23401.0,30.0,5.0,4.0,3,2.0,1,1,0,0,0,1,0,0,0,1,1
0,1,20751.0,24.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,23554.0,44.0,4.0,2.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21368.0,36.0,3.0,5.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21086.0,29.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21492.0,23.0,3.0,5.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21990.0,33.0,3.0,2.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20819.0,31.0,4.0,5.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21889.0,50.0,5.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22744.0,28.0,5.0,5.0,4,1.0,1,1,0,1,0,0,0,0,1,0,1
0,1,21795.0,22.0,3.0,4.0,4,2.0,0,1,0,0,0,1,0,0,0,1,1
1,3,20247.0,19.0,3.0,4.0,4,2.0,0,1,0,0,1,0,0,0,0,1,1
0,1,22614.0,38.0,4.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,22438.0,25.0,3.0,4.0,3,2.0,0,1,0,0,0,1,0,1,0,0,1
0,1,22195.0,28.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21258.0,28.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,1,20844.0,41.0,5.0,4.0,4,2.0,0,1,0,0,1,0,0,0,1,0,1
0,3,21461.0,21.0,3.0,4.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
0,1,20691.0,37.0,4.0,4.0,4,3.0,0,1,0,0,1,0,0,0,1,0,1
1,1,21265.0,50.0,5.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21118.0,39.0,4.0,5.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,3,21406.0,21.0,5.0,4.0,3,2.0,1,1,0,0,0,1,0,0,1,0,1
1,2,21873.0,45.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22667.0,24.0,3.0,5.0,4,3.0,0,1,0,0,0,1,0,0,0,1,1
0,1,21984.0,39.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,3,21333.0,49.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20071.0,33.0,4.0,4.0,4,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,21248.0,27.0,3.0,4.0,4,3.0,0,1,0,0,1,0,0,0,0,1,1
0,1,22215.0,56.0,4.0,5.0,4,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,20706.0,34.0,4.0,2.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21607.0,35.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,3,20953.0,24.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23608.0,36.0,3.0,5.0,4,1.0,0,1,0,0,0,1,0,0,0,1,1
0,1,23079.0,25.0,3.0,2.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21652.0,30.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,2,20233.0,25.0,3.0,6.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20983.0,27.0,3.0,6.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,22111.0,33.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22155.0,32.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22585.0,25.0,5.0,4.0,4,2.0,1,1,0,1,0,0,0,0,0,1,1
0,1,21540.0,31.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21973.0,24.0,4.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,23646.0,31.0,5.0,5.0,4,2.0,0,1,0,0,0,1,0,1,0,0,1
0,2,20823.0,25.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,2,20858.0,31.0,3.0,5.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22123.0,28.0,3.0,4.0,4,3.0,0,1,0,0,0,1,0,0,0,1,1
0,3,21438.0,30.0,4.0,6.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
1,1,21610.0,35.0,3.0,2.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21146.0,39.0,4.0,5.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20787.0,30.0,5.0,5.0,4,1.0,1,1,0,1,0,0,0,1,0,0,1
0,1,21396.0,33.0,4.0,4.0,4,2.0,0,1,0,0,0,1,0,1,0,0,1
1,1,21115.0,44.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21444.0,43.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20967.0,42.0,5.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,2,22217.0,44.0,3.0,4.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
0,3,21357.0,22.0,4.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,22380.0,39.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21076.0,23.0,5.0,4.0,4,2.0,1,1,0,1,0,0,0,0,0,1,1
1,1,21020.0,45.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21821.0,34.0,5.0,2.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20722.0,29.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22055.0,41.0,5.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,2,21270.0,39.0,4.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21116.0,44.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
1,2,20826.0,27.0,4.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21383.0,36.0,3.0,6.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,22269.0,29.0,5.0,4.0,4,1.0,1,1,0,1,0,0,0,0,0,1,1
0,1,20192.0,19.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,2,21634.0,32.0,5.0,2.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,2,21013.0,30.0,5.0,5.0,3,2.0,1,1,0,1,0,0,0,0,1,0,1
1,1,21057.0,28.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,22490.0,30.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21614.0,43.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,20783.0,48.0,3.0,4.0,4,1.0,0,1,0,0,1,0,0,0,1,0,1
0,2,21384.0,29.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22646.0,43.0,3.0,4.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,2,21482.0,30.0,4.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21117.0,30.0,3.0,5.0,4,3.0,0,1,0,0,1,0,0,0,1,0,1
0,1,23452.0,28.0,5.0,5.0,4,1.0,1,1,0,1,0,0,0,0,1,0,1
0,1,21340.0,56.0,3.0,5.0,4,1.0,0,1,0,1,0,0,0,1,0,0,1
0,3,21534.0,29.0,4.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,3,19759.0,31.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,21150.0,23.0,4.0,4.0,4,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,20740.0,30.0,5.0,4.0,3,1.0,1,1,0,0,1,0,0,0,1,0,1
1,1,21611.0,27.0,3.0,5.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,20985.0,35.0,5.0,6.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21265.0,57.0,3.0,4.0,4,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,22656.0,32.0,3.0,2.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21222.0,27.0,3.0,2.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,19769.0,30.0,5.0,2.0,3,2.0,1,1,0,0,1,0,0,1,0,0,1
0,1,20904.0,28.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
1,1,21110.0,33.0,3.0,2.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,23449.0,39.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,2,21541.0,28.0,4.0,5.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20822.0,29.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,21743.0,32.0,5.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21488.0,37.0,4.0,2.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21545.0,27.0,5.0,4.0,4,3.0,1,1,0,0,0,1,0,0,0,1,1
0,1,21045.0,29.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,3,21536.0,39.0,5.0,5.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
1,2,21669.0,39.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,19807.0,32.0,3.0,6.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21325.0,24.0,3.0,4.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
0,2,20865.0,26.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22426.0,31.0,4.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,22655.0,26.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20686.0,34.0,3.0,5.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,3,21745.0,32.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21460.0,42.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21338.0,36.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,22053.0,23.0,3.0,4.0,4,3.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21515.0,33.0,4.0,5.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21084.0,41.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,20947.0,33.0,4.0,5.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,3,22160.0,53.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21114.0,45.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,3,21058.0,22.0,5.0,4.0,3,1.0,1,1,0,0,1,0,0,0,0,1,1
0,3,20468.0,24.0,5.0,4.0,3,1.0,1,1,0,1,0,0,0,0,0,1,1
1,1,23465.0,30.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21017.0,57.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21117.0,33.0,5.0,4.0,4,2.0,0,1,0,0,1,0,0,1,0,0,1
0,1,21487.0,41.0,3.0,5.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,1,20679.0,41.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21655.0,36.0,3.0,6.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22463.0,30.0,5.0,5.0,4,2.0,1,1,0,0,0,1,0,0,0,1,1
0,3,21644.0,27.0,3.0,5.0,2,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,20768.0,38.0,3.0,5.0,4,3.0,0,1,0,0,1,0,0,0,1,0,1
1,1,21587.0,34.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22146.0,28.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21348.0,60.0,5.0,2.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21371.0,31.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21104.0,36.0,4.0,2.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21339.0,35.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21976.0,33.0,4.0,2.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21613.0,23.0,3.0,2.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
1,1,22622.0,39.0,3.0,4.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
0,3,22085.0,37.0,5.0,5.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21638.0,35.0,5.0,4.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
1,1,22597.0,33.0,5.0,6.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,20971.0,25.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21323.0,44.0,3.0,2.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
1,3,21361.0,51.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,3,20692.0,36.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
